exhibit,file_number,exhibit_type,court_clause_length,file_name,period,filling_date,fiscal_year_end,address_business,irs_number,filename,sic,company_name,law_clause_length,film_number,filesize,public_document_count,accession_number,file_url,act,company_cik
10-Q,000-33379,EX-10.4,0,dex104.htm,9/30/2006,11/6/2006,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312506225207..dex104.htm,6200,CHICAGO MERCANTILE EXCHANGE HOLDINGS INC,0,61190816,9572,8,0001193125-06-225207,https://www.sec.gov/Archives/edgar/data/1156375/000119312506225207/dex104.htm,34,1156375
10-K,000-33379,EX-10.21,172,dex1021.htm,12/31/2006,3/1/2007,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312507043084..dex1021.htm,6200,CHICAGO MERCANTILE EXCHANGE HOLDINGS INC,35,7660167,204332,11,0001193125-07-043084,https://www.sec.gov/Archives/edgar/data/1156375/000119312507043084/dex1021.htm,34,1156375
10-K,000-33379,EX-10.8,316,dex108.htm,12/31/2006,3/1/2007,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312507043084..dex108.htm,6200,CHICAGO MERCANTILE EXCHANGE HOLDINGS INC,48,7660167,758612,11,0001193125-07-043084,https://www.sec.gov/Archives/edgar/data/1156375/000119312507043084/dex108.htm,34,1156375
10-Q,000-33379,EX-10.3,0,dex103.htm,3/31/2007,5/8/2007,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312507104547..dex103.htm,6200,CHICAGO MERCANTILE EXCHANGE HOLDINGS INC,19,7825266,103099,10,0001193125-07-104547,https://www.sec.gov/Archives/edgar/data/1156375/000119312507104547/dex103.htm,34,1156375
10-Q,000-33379,EX-10.4,0,dex104.htm,3/31/2007,5/8/2007,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312507104547..dex104.htm,6200,CHICAGO MERCANTILE EXCHANGE HOLDINGS INC,38,7825266,94274,10,0001193125-07-104547,https://www.sec.gov/Archives/edgar/data/1156375/000119312507104547/dex104.htm,34,1156375
8-K,000-33379,EX-2.1,0,dex21.htm,5/11/2007,5/11/2007,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312507111863..dex21.htm,6200,CHICAGO MERCANTILE EXCHANGE HOLDINGS INC,26,7842882,198694,5,0001193125-07-111863,https://www.sec.gov/Archives/edgar/data/1156375/000119312507111863/dex21.htm,34,1156375
8-K,000-33379,EX-10.1,273,dex101.htm,7/27/2007,8/1/2007,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312507168153..dex101.htm,6200,CME GROUP INC.,29,71016617,254188,2,0001193125-07-168153,https://www.sec.gov/Archives/edgar/data/1156375/000119312507168153/dex101.htm,34,1156375
10-Q,000-33379,EX-10.1,0,dex101.htm,6/30/2007,8/3/2007,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312507170774..dex101.htm,6200,CME GROUP INC.,99,71024643,31660,6,0001193125-07-170774,https://www.sec.gov/Archives/edgar/data/1156375/000119312507170774/dex101.htm,34,1156375
10-Q,000-33379,EX-10.2,0,dex102.htm,6/30/2007,8/3/2007,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312507170774..dex102.htm,6200,CME GROUP INC.,0,71024643,1701,6,0001193125-07-170774,https://www.sec.gov/Archives/edgar/data/1156375/000119312507170774/dex102.htm,34,1156375
8-K,000-33379,EX-10.1,40,dex101.htm,8/24/2007,8/29/2007,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312507191926..dex101.htm,6200,CME GROUP INC.,27,71088528,921197,54,0001193125-07-191926,https://www.sec.gov/Archives/edgar/data/1156375/000119312507191926/dex101.htm,34,1156375
8-K,000-33379,EX-10.1,100,dex101.htm,10/12/2007,10/17/2007,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312507220437..dex101.htm,6200,CME GROUP INC.,100,71177166,335224,3,0001193125-07-220437,https://www.sec.gov/Archives/edgar/data/1156375/000119312507220437/dex101.htm,34,1156375
10-Q,000-33379,EX-10.2,0,dex102.htm,9/30/2007,11/8/2007,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312507240566..dex102.htm,6200,CME GROUP INC.,0,71227131,7694,14,0001193125-07-240566,https://www.sec.gov/Archives/edgar/data/1156375/000119312507240566/dex102.htm,34,1156375
10-Q,000-33379,EX-10.7,376,dex107.htm,9/30/2007,11/8/2007,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312507240566..dex107.htm,6200,CME GROUP INC.,176,71227131,178633,14,0001193125-07-240566,https://www.sec.gov/Archives/edgar/data/1156375/000119312507240566/dex107.htm,34,1156375
10-Q,000-33379,EX-10.9,0,dex109.htm,9/30/2007,11/8/2007,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312507240566..dex109.htm,6200,CME GROUP INC.,0,71227131,80226,14,0001193125-07-240566,https://www.sec.gov/Archives/edgar/data/1156375/000119312507240566/dex109.htm,34,1156375
10-K,000-33379,EX-10.12,0,dex1012.htm,12/31/2007,2/28/2008,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312508040449..dex1012.htm,6200,CME GROUP INC.,0,8648282,9233,14,0001193125-08-040449,https://www.sec.gov/Archives/edgar/data/1156375/000119312508040449/dex1012.htm,34,1156375
10-K,000-33379,EX-10.17,72,dex1017.htm,12/31/2007,2/28/2008,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312508040449..dex1017.htm,6200,CME GROUP INC.,72,8648282,86523,14,0001193125-08-040449,https://www.sec.gov/Archives/edgar/data/1156375/000119312508040449/dex1017.htm,34,1156375
10-K,000-33379,EX-10.7,0,dex107.htm,12/31/2007,2/28/2008,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312508040449..dex107.htm,6200,CME GROUP INC.,38,8648282,95632,14,0001193125-08-040449,https://www.sec.gov/Archives/edgar/data/1156375/000119312508040449/dex107.htm,34,1156375
10-K,000-33379,EX-10.9,0,dex109.htm,12/31/2007,2/28/2008,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312508040449..dex109.htm,6200,CME GROUP INC.,19,8648282,101977,14,0001193125-08-040449,https://www.sec.gov/Archives/edgar/data/1156375/000119312508040449/dex109.htm,34,1156375
8-K,000-33379,EX-2.1,452,dex21.htm,3/17/2008,3/21/2008,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312508062752..dex21.htm,6200,CME GROUP INC.,452,8705103,504093,2,0001193125-08-062752,https://www.sec.gov/Archives/edgar/data/1156375/000119312508062752/dex21.htm,34,1156375
10-Q,000-33379,EX-10.1,0,dex101.htm,3/21/2008,5/9/2008,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312508109846..dex101.htm,6200,CME GROUP INC.,35,8818839,22528,7,0001193125-08-109846,https://www.sec.gov/Archives/edgar/data/1156375/000119312508109846/dex101.htm,34,1156375
10-Q,000-33379,EX-10.2,0,dex102.htm,3/21/2008,5/9/2008,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312508109846..dex102.htm,6200,CME GROUP INC.,35,8818839,20198,7,0001193125-08-109846,https://www.sec.gov/Archives/edgar/data/1156375/000119312508109846/dex102.htm,34,1156375
10-Q,000-33379,EX-10.3,0,dex103.htm,3/21/2008,5/9/2008,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312508109846..dex103.htm,6200,CME GROUP INC.,0,8818839,21149,7,0001193125-08-109846,https://www.sec.gov/Archives/edgar/data/1156375/000119312508109846/dex103.htm,34,1156375
8-K,001-31553,EX-2.1,0,dex21.htm,7/18/2008,7/23/2008,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312508156155..dex21.htm,6200,CME GROUP INC.,56,8965629,58273,4,0001193125-08-156155,https://www.sec.gov/Archives/edgar/data/1156375/000119312508156155/dex21.htm,34,1156375
8-K,001-31553,EX-10.1,0,dex101.htm,7/18/2008,7/24/2008,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312508157005..dex101.htm,6200,CME GROUP INC.,35,8967420,10650,2,0001193125-08-157005,https://www.sec.gov/Archives/edgar/data/1156375/000119312508157005/dex101.htm,34,1156375
10-Q,001-31553,EX-10.1,0,dex101.htm,6/30/2008,8/7/2008,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312508169785..dex101.htm,6200,CME GROUP INC.,0,8997635,27806,6,0001193125-08-169785,https://www.sec.gov/Archives/edgar/data/1156375/000119312508169785/dex101.htm,34,1156375
10-Q,001-31553,EX-2.1,0,dex21.htm,6/30/2008,8/7/2008,1207,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312508169785..dex21.htm,6200,CME GROUP INC.,27,8997635,241069,6,0001193125-08-169785,https://www.sec.gov/Archives/edgar/data/1156375/000119312508169785/dex21.htm,34,1156375
8-K,001-31553,EX-10.1,272,dex101.htm,8/22/2008,8/28/2008,630,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312508186823..dex101.htm,6200,CME GROUP INC.,28,81046044,371601,11,0001193125-08-186823,https://www.sec.gov/Archives/edgar/data/1156375/000119312508186823/dex101.htm,34,1156375
8-K,001-31553,EX-10.2,305,dex102.htm,8/22/2008,8/28/2008,630,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312508186823..dex102.htm,6200,CME GROUP INC.,214,81046044,358770,11,0001193125-08-186823,https://www.sec.gov/Archives/edgar/data/1156375/000119312508186823/dex102.htm,34,1156375
8-K,001-31553,EX-10.1,100,dex101.htm,10/10/2008,10/15/2008,630,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312508211031..dex101.htm,6200,CME GROUP INC.,100,81125529,322052,3,0001193125-08-211031,https://www.sec.gov/Archives/edgar/data/1156375/000119312508211031/dex101.htm,34,1156375
10-Q,001-31553,EX-2.2,0,dex22.htm,9/30/2008,11/10/2008,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312508231891..dex22.htm,6200,CME GROUP INC.,56,81176387,65052,5,0001193125-08-231891,https://www.sec.gov/Archives/edgar/data/1156375/000119312508231891/dex22.htm,34,1156375
10-K,001-31553,EX-10.1,0,dex101.htm,12/31/2008,3/2/2009,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312509042361..dex101.htm,6200,CME GROUP INC.,33,9646961,84276,20,0001193125-09-042361,https://www.sec.gov/Archives/edgar/data/1156375/000119312509042361/dex101.htm,34,1156375
10-K,001-31553,EX-10.14,0,dex1014.htm,12/31/2008,3/2/2009,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312509042361..dex1014.htm,6200,CME GROUP INC.,35,9646961,22697,20,0001193125-09-042361,https://www.sec.gov/Archives/edgar/data/1156375/000119312509042361/dex1014.htm,34,1156375
10-K,001-31553,EX-10.17,0,dex1017.htm,12/31/2008,3/2/2009,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312509042361..dex1017.htm,6200,CME GROUP INC.,0,9646961,15927,20,0001193125-09-042361,https://www.sec.gov/Archives/edgar/data/1156375/000119312509042361/dex1017.htm,34,1156375
10-K,001-31553,EX-10.18,0,dex1018.htm,12/31/2008,3/2/2009,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312509042361..dex1018.htm,6200,CME GROUP INC.,0,9646961,6374,20,0001193125-09-042361,https://www.sec.gov/Archives/edgar/data/1156375/000119312509042361/dex1018.htm,34,1156375
10-K,001-31553,EX-10.19,0,dex1019.htm,12/31/2008,3/2/2009,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312509042361..dex1019.htm,6200,CME GROUP INC.,0,9646961,4002,20,0001193125-09-042361,https://www.sec.gov/Archives/edgar/data/1156375/000119312509042361/dex1019.htm,34,1156375
10-K,001-31553,EX-10.3,0,dex103.htm,12/31/2008,3/2/2009,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312509042361..dex103.htm,6200,CME GROUP INC.,158,9646961,24298,20,0001193125-09-042361,https://www.sec.gov/Archives/edgar/data/1156375/000119312509042361/dex103.htm,34,1156375
10-K,001-31553,EX-10.6,0,dex106.htm,12/31/2008,3/2/2009,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312509042361..dex106.htm,6200,CME GROUP INC.,25,9646961,55153,20,0001193125-09-042361,https://www.sec.gov/Archives/edgar/data/1156375/000119312509042361/dex106.htm,34,1156375
10-K,001-31553,EX-10.7,0,dex107.htm,12/31/2008,3/2/2009,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312509042361..dex107.htm,6200,CME GROUP INC.,66,9646961,96360,20,0001193125-09-042361,https://www.sec.gov/Archives/edgar/data/1156375/000119312509042361/dex107.htm,34,1156375
10-K,001-31553,EX-10.9,0,dex109.htm,12/31/2008,3/2/2009,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312509042361..dex109.htm,6200,CME GROUP INC.,38,9646961,40290,20,0001193125-09-042361,https://www.sec.gov/Archives/edgar/data/1156375/000119312509042361/dex109.htm,34,1156375
10-Q,001-31553,EX-10.1,0,dex101.htm,3/31/2009,5/8/2009,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312509105137..dex101.htm,6200,CME GROUP INC.,0,9809745,11696,5,0001193125-09-105137,https://www.sec.gov/Archives/edgar/data/1156375/000119312509105137/dex101.htm,34,1156375
10-Q,001-31553,EX-10.1,0,dex101.htm,6/30/2009,8/6/2009,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312509167292..dex101.htm,6200,CME GROUP INC.,0,9992243,2648,10,0001193125-09-167292,https://www.sec.gov/Archives/edgar/data/1156375/000119312509167292/dex101.htm,34,1156375
10-Q,001-31553,EX-10.2,0,dex102.htm,6/30/2009,8/6/2009,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312509167292..dex102.htm,6200,CME GROUP INC.,88,9992243,17464,10,0001193125-09-167292,https://www.sec.gov/Archives/edgar/data/1156375/000119312509167292/dex102.htm,34,1156375
10-Q,001-31553,EX-10.3,0,dex103.htm,6/30/2009,8/6/2009,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312509167292..dex103.htm,6200,CME GROUP INC.,33,9992243,92635,10,0001193125-09-167292,https://www.sec.gov/Archives/edgar/data/1156375/000119312509167292/dex103.htm,34,1156375
10-Q,001-31553,EX-10.6,0,dex106.htm,6/30/2009,8/6/2009,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312509167292..dex106.htm,6200,CME GROUP INC.,0,9992243,43000,10,0001193125-09-167292,https://www.sec.gov/Archives/edgar/data/1156375/000119312509167292/dex106.htm,34,1156375
10-Q,001-31553,EX-10.7,0,dex107.htm,6/30/2009,8/6/2009,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312509167292..dex107.htm,6200,CME GROUP INC.,0,9992243,7482,10,0001193125-09-167292,https://www.sec.gov/Archives/edgar/data/1156375/000119312509167292/dex107.htm,34,1156375
10-Q,001-31553,EX-10.3,0,dex103.htm,9/30/2009,11/6/2009,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312509227674..dex103.htm,6200,CME GROUP INC.,194,91165407,32088,38,0001193125-09-227674,https://www.sec.gov/Archives/edgar/data/1156375/000119312509227674/dex103.htm,34,1156375
10-Q,001-31553,EX-10.4,156,dex104.htm,9/30/2009,11/6/2009,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312509227674..dex104.htm,6200,CME GROUP INC.,156,91165407,81798,38,0001193125-09-227674,https://www.sec.gov/Archives/edgar/data/1156375/000119312509227674/dex104.htm,34,1156375
10-Q,001-31553,EX-10.5,0,dex105.htm,9/30/2009,11/6/2009,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312509227674..dex105.htm,6200,CME GROUP INC.,0,91165407,13927,38,0001193125-09-227674,https://www.sec.gov/Archives/edgar/data/1156375/000119312509227674/dex105.htm,34,1156375
10-K,001-31553,EX-10.14,0,dex1014.htm,12/31/2009,2/26/2010,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312510043180..dex1014.htm,6200,CME GROUP INC.,0,10640970,5077,66,0001193125-10-043180,https://www.sec.gov/Archives/edgar/data/1156375/000119312510043180/dex1014.htm,34,1156375
10-K,001-31553,EX-10.15,0,dex1015.htm,12/31/2009,2/26/2010,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312510043180..dex1015.htm,6200,CME GROUP INC.,0,10640970,4851,66,0001193125-10-043180,https://www.sec.gov/Archives/edgar/data/1156375/000119312510043180/dex1015.htm,34,1156375
10-K,001-31553,EX-10.2,0,dex102.htm,12/31/2009,2/26/2010,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312510043180..dex102.htm,6200,CME GROUP INC.,0,10640970,9553,66,0001193125-10-043180,https://www.sec.gov/Archives/edgar/data/1156375/000119312510043180/dex102.htm,34,1156375
10-K,001-31553,EX-10.25,0,dex1025.htm,12/31/2009,2/26/2010,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312510043180..dex1025.htm,6200,CME GROUP INC.,69,10640970,33934,66,0001193125-10-043180,https://www.sec.gov/Archives/edgar/data/1156375/000119312510043180/dex1025.htm,34,1156375
10-K,001-31553,EX-10.26,0,dex1026.htm,12/31/2009,2/26/2010,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312510043180..dex1026.htm,6200,CME GROUP INC.,0,10640970,7471,66,0001193125-10-043180,https://www.sec.gov/Archives/edgar/data/1156375/000119312510043180/dex1026.htm,34,1156375
10-K,001-31553,EX-10.4,0,dex104.htm,12/31/2009,2/26/2010,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312510043180..dex104.htm,6200,CME GROUP INC.,0,10640970,7232,66,0001193125-10-043180,https://www.sec.gov/Archives/edgar/data/1156375/000119312510043180/dex104.htm,34,1156375
10-Q,001-31553,EX-10.1,156,dex101.htm,3/31/2010,5/7/2010,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312510112933..dex101.htm,6200,CME GROUP INC.,156,10812760,55401,11,0001193125-10-112933,https://www.sec.gov/Archives/edgar/data/1156375/000119312510112933/dex101.htm,34,1156375
10-Q,001-31553,EX-10.1,0,dex101.htm,6/30/2010,8/6/2010,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312510181102..dex101.htm,6200,CME GROUP INC.,0,10997768,3874,11,0001193125-10-181102,https://www.sec.gov/Archives/edgar/data/1156375/000119312510181102/dex101.htm,34,1156375
10-Q,001-31553,EX-10.1,0,dex101.htm,6/30/2011,8/5/2011,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312511212308..dex101.htm,6200,CME GROUP INC.,0,111014337,11527,19,0001193125-11-212308,https://www.sec.gov/Archives/edgar/data/1156375/000119312511212308/dex101.htm,34,1156375
10-Q,001-31553,EX-10.2,0,dex102.htm,6/30/2011,8/5/2011,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312511212308..dex102.htm,6200,CME GROUP INC.,32,111014337,88567,19,0001193125-11-212308,https://www.sec.gov/Archives/edgar/data/1156375/000119312511212308/dex102.htm,34,1156375
10-Q,001-31553,EX-10.3,0,dex103.htm,6/30/2011,8/5/2011,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312511212308..dex103.htm,6200,CME GROUP INC.,0,111014337,11300,19,0001193125-11-212308,https://www.sec.gov/Archives/edgar/data/1156375/000119312511212308/dex103.htm,34,1156375
10-Q,001-31553,EX-10.4,0,dex104.htm,6/30/2011,8/5/2011,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312511212308..dex104.htm,6200,CME GROUP INC.,0,111014337,3460,19,0001193125-11-212308,https://www.sec.gov/Archives/edgar/data/1156375/000119312511212308/dex104.htm,34,1156375
10-Q,001-31553,EX-10.5,0,dex105.htm,6/30/2011,8/5/2011,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312511212308..dex105.htm,6200,CME GROUP INC.,0,111014337,3377,19,0001193125-11-212308,https://www.sec.gov/Archives/edgar/data/1156375/000119312511212308/dex105.htm,34,1156375
10-Q,001-31553,EX-10.6,0,dex106.htm,6/30/2011,8/5/2011,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312511212308..dex106.htm,6200,CME GROUP INC.,0,111014337,3180,19,0001193125-11-212308,https://www.sec.gov/Archives/edgar/data/1156375/000119312511212308/dex106.htm,34,1156375
10-Q,001-31553,EX-10.7,0,dex107.htm,6/30/2011,8/5/2011,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312511212308..dex107.htm,6200,CME GROUP INC.,0,111014337,24373,19,0001193125-11-212308,https://www.sec.gov/Archives/edgar/data/1156375/000119312511212308/dex107.htm,34,1156375
10-Q,001-31553,EX-10.8,0,dex108.htm,6/30/2011,8/5/2011,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312511212308..dex108.htm,6200,CME GROUP INC.,0,111014337,17465,19,0001193125-11-212308,https://www.sec.gov/Archives/edgar/data/1156375/000119312511212308/dex108.htm,34,1156375
8-K,001-31553,EX-10.1,0,d359429dex101.htm,5/23/2012,5/29/2012,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312512251430..d359429dex101.htm,6200,CME GROUP INC.,33,12874908,107533,5,0001193125-12-251430,https://www.sec.gov/Archives/edgar/data/1156375/000119312512251430/d359429dex101.htm,34,1156375
8-K,001-31553,EX-10.2,0,d359429dex102.htm,5/23/2012,5/29/2012,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312512251430..d359429dex102.htm,6200,CME GROUP INC.,48,12874908,30381,5,0001193125-12-251430,https://www.sec.gov/Archives/edgar/data/1156375/000119312512251430/d359429dex102.htm,34,1156375
8-K,001-31553,EX-10.1,404,d449228dex101.htm,11/30/2012,12/5/2012,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312512491685..d449228dex101.htm,6200,CME GROUP INC.,28,121242633,530235,3,0001193125-12-491685,https://www.sec.gov/Archives/edgar/data/1156375/000119312512491685/d449228dex101.htm,34,1156375
8-K,001-31553,EX-10.2,238,d449228dex102.htm,11/30/2012,12/5/2012,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312512491685..d449228dex102.htm,6200,CME GROUP INC.,28,121242633,486246,3,0001193125-12-491685,https://www.sec.gov/Archives/edgar/data/1156375/000119312512491685/d449228dex102.htm,34,1156375
8-K,001-31553,EX-10.1,0,d733968dex101.htm,5/21/2014,5/28/2014,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312514214151..d733968dex101.htm,6200,CME GROUP INC.,158,14871592,23615,3,0001193125-14-214151,https://www.sec.gov/Archives/edgar/data/1156375/000119312514214151/d733968dex101.htm,34,1156375
8-K,001-31553,EX-10.2,0,d733968dex102.htm,5/21/2014,5/28/2014,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000119312514214151..d733968dex102.htm,6200,CME GROUP INC.,35,14871592,25942,3,0001193125-14-214151,https://www.sec.gov/Archives/edgar/data/1156375/000119312514214151/d733968dex102.htm,34,1156375
8-K,001-31553,EX-10.1,136,exhibit1.htm,10/14/2005,10/19/2005,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000129993305005310..exhibit1.htm,6200,CHICAGO MERCANTILE EXCHANGE HOLDINGS INC,136,51143876,217095,2,0001299933-05-005310,https://www.sec.gov/Archives/edgar/data/1156375/000129993305005310/exhibit1.htm,34,1156375
8-K,000-33379,EX-10.1,0,exhibit1.htm,12/20/2005,12/23/2005,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000129993305006826..exhibit1.htm,6200,CHICAGO MERCANTILE EXCHANGE HOLDINGS INC,0,51285280,6955,2,0001299933-05-006826,https://www.sec.gov/Archives/edgar/data/1156375/000129993305006826/exhibit1.htm,34,1156375
8-K,000-33379,EX-10.1,0,exhibit1.htm,2/6/2006,2/8/2006,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000129993306000871..exhibit1.htm,6200,CHICAGO MERCANTILE EXCHANGE HOLDINGS INC,30,6589575,47991,2,0001299933-06-000871,https://www.sec.gov/Archives/edgar/data/1156375/000129993306000871/exhibit1.htm,34,1156375
8-K,000-33379,EX-10.1,0,exhibit1.htm,3/29/2006,4/3/2006,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000129993306002429..exhibit1.htm,6200,CHICAGO MERCANTILE EXCHANGE HOLDINGS INC,30,6734614,44744,2,0001299933-06-002429,https://www.sec.gov/Archives/edgar/data/1156375/000129993306002429/exhibit1.htm,34,1156375
8-K,000-33379,EX-10.1,136,exhibit1.htm,10/13/2006,10/16/2006,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000129993306006638..exhibit1.htm,6200,CHICAGO MERCANTILE EXCHANGE HOLDINGS INC,136,61146934,206090,2,0001299933-06-006638,https://www.sec.gov/Archives/edgar/data/1156375/000129993306006638/exhibit1.htm,34,1156375
8-K,000-33379,EX-10.1,0,exhibit1.htm,4/25/2007,4/30/2007,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000129993307002596..exhibit1.htm,6200,CHICAGO MERCANTILE EXCHANGE HOLDINGS INC,33,7799482,70190,3,0001299933-07-002596,https://www.sec.gov/Archives/edgar/data/1156375/000129993307002596/exhibit1.htm,34,1156375
8-K,000-33379,EX-10.2,0,exhibit2.htm,4/25/2007,4/30/2007,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000129993307002596..exhibit2.htm,6200,CHICAGO MERCANTILE EXCHANGE HOLDINGS INC,35,7799482,20438,3,0001299933-07-002596,https://www.sec.gov/Archives/edgar/data/1156375/000129993307002596/exhibit2.htm,34,1156375
8-K,000-33379,EX-2.1,0,exhibit1.htm,6/14/2007,6/14/2007,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000129993307003646..exhibit1.htm,6200,CHICAGO MERCANTILE EXCHANGE HOLDINGS INC,26,7919681,230560,3,0001299933-07-003646,https://www.sec.gov/Archives/edgar/data/1156375/000129993307003646/exhibit1.htm,34,1156375
8-K,000-33379,EX-2.1,0,exhibit1.htm,7/6/2007,7/6/2007,1231,20 S. WACKER DR. CHICAGO IL 60606 3129303011,364459170,1156375..000129993307004047..exhibit1.htm,6200,CHICAGO MERCANTILE EXCHANGE HOLDINGS INC,42,7966389,10353,3,0001299933-07-004047,https://www.sec.gov/Archives/edgar/data/1156375/000129993307004047/exhibit1.htm,34,1156375
